ΟΔΟΣ,ΠΕΡΙΟΧΗ,Δ.Ο.Υ.
ΑΓΙΑΣΕΙΡΗΝΗΣ1-31ΚΑΙ2-ΤΕΛΟΣ,ΛΥΚΟΒΡΥΣΗΣ,ΑΜΑΡΟΥΣΙΟΥ
ΑΓΙΑΣΕΙΡΗΝΗΣ33-ΤΕΛΟΣ,ΜΕΤΑΜΟΡΦΩΣΗΣ,ΝΕΑΣΙΩΝΙΑΣ
ΑΓΙΑΣΕΛΕΝΗΣ,ΖΩΓΡΑΦΟΥ,ΙΒ'ΑΘΗΝΩΝ
ΑΓΙΑΣΕΛΕΝΗΣ,ΠΑΛΑΤΙΑΝΗΣ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΑΓΙΑΣΕΛΕΟΥΣΑΣ,ΚΑΛΛΙΘΕΑΣ,ΚΑΛΛΙΘΕΑΣ
ΑΓΙΑΣΕΛΕΟΥΣΗΣ,ΑΓΒΑΡΒΑΡΑΣ,ΝΙΚΑΙΑΣ
ΑΓΙΑΣΕΛΕΟΥΣΗΣ,ΑΘΗΝΩΝΨΥΡΡΗ,ΣΤ'ΑΘΗΝΩΝ
ΑΓΙΑΣΕΛΕΟΥΣΗΣ,ΑΜΑΡΟΥΣΙΟΥ,ΑΜΑΡΟΥΣΙΟΥ
ΑΓΙΑΣΕΥΦΗΜΙΑΣ,ΜΟΣΧΑΤΟΥ,ΜΟΣΧΑΤΟΥ
ΑΓΙΑΣΕΥΦΗΜΙΑΣ,ΝΧΑΛΚΗΔΟΝΑΣ,ΝΕΑΣΙΩΝΙΑΣ
ΑΓΙΑΣΖΩΝΗΣ1-73ΚΑΙ2-78,ΚΥΨΕΛΗΣ,ΙΓ'ΑΘΗΝΩΝ
ΑΓΙΑΣΖΩΝΗΣ75-ΤΕΛΟΣΚΑΙ80-ΤΕΛΟΣ,ΑΘΗΝΩΝ-ΑΝΙΑΤΩΝ,ΓΑΛΑΤΣΙΟΥ
ΑΓΙΑΣΘΕΚΛΑΣ,ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ,ΧΟΛΑΡΓΟΥ
ΑΓΙΑΣΘΕΚΛΑΣ,ΑΘΗΝΩΝΨΥΡΡΗ,ΣΤ'ΑΘΗΝΩΝ
ΑΓΙΑΣΘΕΚΛΑΣ,ΠΑΛΑΤΙΑΝΗΣ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΑΓΙΑΣΘΗΡΕΣΙΑΣ,ΝΗΡΑΚΛΕΙΟΥ,ΝΕΟΥΗΡΑΚΛΕΙΟΥ
ΑΓΙΑΣΚΥΡΙΑΚΗΣ,ΑΓ.ΚΥΡΙΑΚΗ,ΑΧΑΡΝΩΝ
ΑΓΙΑΣΚΥΡΙΑΚΗΣ,ΚΕΡΑΤΣΙΝΙ,Ε'ΠΕΙΡΑΙΑ
ΑΓΙΑΣΚΥΡΙΑΚΗΣ,ΚΗΦΙΣΙΑΣ,ΚΗΦΙΣΙΑΣ
ΑΓΙΑΣΚΥΡΙΑΚΗΣ,ΠΦΑΛΗΡΟΥ,ΠΑΛΑΙΟΥΦΑΛΗΡΟΥ
ΑΓΙΑΣΚΥΡΙΑΚΗΣ,ΠΕΡΙΣΣΟΥ,ΝΕΑΣΙΩΝΙΑΣ
ΑΓΙΑΣΚΥΡΙΑΚΗΣ(ΣΤΟΑ),ΑΘΗΝΩΝΜΟΝΑΣΤΗΡΑΚΙ,ΣΤ'ΑΘΗΝΩΝ
ΑΓΙΑΣΛΑΥΡΑΣ,ΑΓΒΑΡΒΑΡΑΣ,ΝΙΚΑΙΑΣ
ΑΓΙΑΣΛΑΥΡΑΣ,ΑΓ.ΠΕΤΡΟΣ,ΑΧΑΡΝΩΝ
ΑΓΙΑΣΛΑΥΡΑΣ,ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ,ΧΟΛΑΡΓΟΥ
ΑΓΙΑΣΛΑΥΡΑΣ,ΑΓΙΟΥΦΑΝΟΥΡΙΟΥ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΑΓΙΑΣΛΑΥΡΑΣ,ΑΡΓΥΡΟΥΠΟΛΗΣ,ΗΛΙΟΥΠΟΛΗΣ
ΑΓΙΑΣΛΑΥΡΑΣ,ΑΣΠΡΑΧΩΜΑΤΑ,Α'ΠΕΡΙΣΤΕΡΙΟΥ
ΑΓΙΑΣΛΑΥΡΑΣ,ΒΡΙΛΗΣΣΙΩΝ,ΧΑΛΑΝΔΡΙΟΥ
ΑΓΙΑΣΛΑΥΡΑΣ,ΓΛΥΦΑΔΑΣ,ΓΛΥΦΑΔΑΣ
ΑΓΙΑΣΛΑΥΡΑΣ,ΖΕΦΥΡΙΟΥ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΑΓΙΑΣΛΑΥΡΑΣ,ΖΩΓΡΑΦΟΥ,ΙΒ'ΑΘΗΝΩΝ
ΑΓΙΑΣΛΑΥΡΑΣ,ΗΛΙΟΥΠΟΛΗΣ,ΗΛΙΟΥΠΟΛΗΣ
ΑΓΙΑΣΛΑΥΡΑΣ,ΚΑΛΛΙΘΕΑΣ,ΚΑΛΛΙΘΕΑΣ
ΑΓΙΑΣΛΑΥΡΑΣ,ΚΑΜΑΤΕΡΟΥ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΑΓΙΑΣΛΑΥΡΑΣ,ΚΕΝΤΡΟΑΙΓΑΛΕΩ,ΑΙΓΑΛΕΩ
ΑΓΙΑΣΛΑΥΡΑΣ,ΚΕΡΑΤΣΙΝΙ,Ε'ΠΕΙΡΑΙΑ
ΑΓΙΑΣΛΑΥΡΑΣ,ΚΗΦΙΣΙΑΣ,ΚΗΦΙΣΙΑΣ
ΑΓΙΑΣΛΑΥΡΑΣ,ΚΟΡΥΔΑΛΛΟΥ,ΝΙΚΑΙΑΣ
ΑΓΙΑΣΛΑΥΡΑΣ,ΜΕΛΙΣΣΙΩΝ,ΑΜΑΡΟΥΣΙΟΥ
ΑΓΙΑΣΛΑΥΡΑΣ,ΜΕΤΑΜΟΡΦΩΣΗΣ,ΝΕΑΣΙΩΝΙΑΣ
ΑΓΙΑΣΛΑΥΡΑΣ,ΝΗΡΑΚΛΕΙΟΥ,ΝΕΟΥΗΡΑΚΛΕΙΟΥ
ΑΓΙΑΣΛΑΥΡΑΣ,ΝΕΑΠΟΛΗΣ,ΝΕΑΣΙΩΝΙΑΣ
ΑΓΙΑΣΛΑΥΡΑΣ,ΠΦΑΛΗΡΟΥ,ΠΑΛΑΙΟΥΦΑΛΗΡΟΥ
ΑΓΙΑΣΛΑΥΡΑΣ,ΠΕΝΤΕΛΗΣ,ΧΑΛΑΝΔΡΙΟΥ
ΑΓΙΑΣΛΑΥΡΑΣ,ΠΕΡΑΜΑ,Ε'ΠΕΙΡΑΙΑ
ΑΓΙΑΣΛΑΥΡΑΣ,ΠΕΤΡΟΥΠΟΛΗΣ,Β'ΠΕΡΙΣΤΕΡΙΟΥ
ΑΓΙΑΣΛΑΥΡΑΣ,ΡΕΝΤΗ,ΜΟΣΧΑΤΟΥ
ΑΓΙΑΣΛΑΥΡΑΣ,ΤΑΥΡΟΥ,ΣΤ'ΑΘΗΝΩΝ
ΑΓΙΑΣΛΑΥΡΑΣ,ΧΑΪΔΑΡΙΟΥ-ΕΛΑΙΩΝ,ΑΙΓΑΛΕΩ
ΑΓΙΑΣΛΑΥΡΑΣ,ΧΑΛΑΝΔΡΙΟΥ,ΧΑΛΑΝΔΡΙΟΥ
ΑΓΙΑΣΛΑΥΡΑΣ,ΝΣΜΥΡΝΗΣ,ΝΕΑΣΣΜΥΡΝΗΣ
ΑΓΙΑΣΛΑΥΡΑΣ,ΧΑΪΔΑΡΙΟΥ-ΔΑΣΟΣ,ΑΙΓΑΛΕΩ
ΑΓΙΑΣΛΑΥΡΑΣ(ΠΛΑΤΕΙΑ),ΒΡΙΛΗΣΣΙΩΝ,ΧΑΛΑΝΔΡΙΟΥ
ΑΓΙΑΣΛΑΥΡΑΣ(ΠΛΑΤΕΙΑ),ΛΥΚΟΒΡΥΣΗΣ,ΑΜΑΡΟΥΣΙΟΥ
ΑΓΙΑΣΛΑΥΡΑΣ(ΠΛΑΤΕΙΑ)4,ΧΑΛΑΝΔΡΙΟΥ,ΧΑΛΑΝΔΡΙΟΥ
ΑΓΙΑΣΛΑΥΡΑΣ1-21ΚΑΙ2-22,ΑΘΗΝΩΝ-ΧΑΛΕΠΑ,ΓΑΛΑΤΣΙΟΥ
ΑΓΙΑΣΛΑΥΡΑΣ1-ΤΕΛΟΣ,ΜΑΝΙΑΤΙΚΑ-ΠΕΙΡΑΙΑ,Δ'ΠΕΙΡΑΙΑ
ΑΓΙΑΣΛΑΥΡΑΣ23-ΤΕΛΟΣΚΑΙ24-ΤΕΛΟΣ,ΑΝΩΠΑΤΗΣΙΑ,ΙΔ'ΑΘΗΝΩΝ
ΑΓΙΑΣΛΑΥΡΑΣ2-ΤΕΛΟΣ,ΝΙΚΑΙΑΣ-ΧΑΛΚΗΔΟΝΑ,ΝΙΚΑΙΑΣ
ΑΓΙΑΣΜΑΡΙΝΑΣ,ΑΝΘΟΥΠΟΛΗΣ,Β'ΠΕΡΙΣΤΕΡΙΟΥ
ΑΓΙΑΣΜΑΡΙΝΑΣ,ΗΛΙΟΥΠΟΛΗΣ,ΗΛΙΟΥΠΟΛΗΣ
ΑΓΙΑΣΜΑΡΙΝΑΣ,ΘΗΣΕΙΟΥ,ΣΤ'ΑΘΗΝΩΝ
ΑΓΙΑΣΜΑΡΙΝΑΣ,ΚΑΡΑΒΑΣ-ΠΕΙΡΑΙΑ,Δ'ΠΕΙΡΑΙΑ
ΑΓΙΑΣΜΑΡΙΝΑΣ,ΜΕΛΙΣΣΙΩΝ,ΑΜΑΡΟΥΣΙΟΥ
ΑΓΙΑΣΜΑΡΙΝΑΣ,ΝΗΡΑΚΛΕΙΟΥ,ΝΕΟΥΗΡΑΚΛΕΙΟΥ
ΑΓΙΑΣΜΑΡΙΝΑΣ,ΝΙΚΟΝΙΟΠΕΡΑΜΑ,Ε'ΠΕΙΡΑΙΑ
ΑΓΙΑΣΜΑΡΙΝΑΣ,ΠΕΙΡΑΙΑ-ΚΑΛΛΙΠΟΛΗ,Γ'ΠΕΙΡΑΙΑ
ΑΓΙΑΣΜΑΡΙΝΑΣ,ΧΑΪΔΑΡΙΟΥ-ΚΟΥΝΕΛΙΑ,ΑΙΓΑΛΕΩ
ΑΓΙΑΣΜΑΡΙΝΑΣ(ΠΛΑΤΕΙΑ),ΑΝΘΟΥΠΟΛΗΣ,Β'ΠΕΡΙΣΤΕΡΙΟΥ
ΑΓΙΑΣΜΑΡΙΝΑΣ(ΠΛΑΤΕΙΑ),ΘΗΣΕΙΟΥ,ΣΤ'ΑΘΗΝΩΝ
ΑΓΙΑΣΜΑΡΙΝΑΣ(ΠΛΑΤΕΙΑ),ΝΦΙΛΑΔΕΛΦΕΙΑΣ,ΝΕΑΣΙΩΝΙΑΣ
ΑΓΙΑΣΜΑΡΙΝΑΣ1-ΤΕΛΟΣ,ΑΙΓΑΛΕΩ-ΙΕΡΑΠΟΛΗΣ,ΑΙΓΑΛΕΩ
ΑΓΙΑΣΜΑΡΙΝΑΣ2-ΤΕΛΟΣ,ΑΓΒΑΡΒΑΡΑΣ,ΝΙΚΑΙΑΣ
ΑΓΙΑΣΜΑΡΙΝΗΣ,ΚΑΜΑΤΕΡΟΥ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΑΓΙΑΣΜΑΡΚΕΛΛΗΣ,ΑΘΗΝΩΝ,ΣΤ'ΑΘΗΝΩΝ
ΑΓΙΑΣΜΑΥΡΑΣ,ΑΓ.ΜΑΥΡΑ,ΑΧΑΡΝΩΝ
ΑΓΙΑΣΜΑΥΡΑΣ,ΑΓΙΟΥΦΑΝΟΥΡΙΟΥ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΑΓΙΑΣΜΑΥΡΑΣ,ΧΑΪΔΑΡΙΟΥ-ΚΟΥΝΕΛΙΑ,ΑΙΓΑΛΕΩ
ΑΓΙΑΣΟΛΓΑΣ(ΠΡΩΗΝΒΟΛΓΑΣ),ΣΑΦΡΑΜΠΟΛΗΣ,ΝΕΑΣΙΩΝΙΑΣ
ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ,ΑΓΑΝΑΡΓΥΡΩΝ-ΑΝΑΚΑΣΣΑ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ,ΑΓ.ΠΑΡΑΣΚΕΥΗ,ΑΧΑΡΝΩΝ
ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ,ΒΥΡΩΝΑ,ΒΥΡΩΝΑ
ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ,ΕΛΛΗΝΙΚΟΥ,ΗΛΙΟΥΠΟΛΗΣ
ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ,ΚΗΦΙΣΙΑΣ,ΚΗΦΙΣΙΑΣ
ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ,ΚΟΛΟΚΥΝΘΟΥΣ,Β'ΠΕΡΙΣΤΕΡΙΟΥ
ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ,ΛΥΚΟΒΡΥΣΗΣ,ΑΜΑΡΟΥΣΙΟΥ
ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ,ΝΠΕΝΤΕΛΗΣ,ΧΑΛΑΝΔΡΙΟΥ
ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ,ΠΑΛΑΤΙΑΝΗΣ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ,ΠΕΥΚΗΣ,ΑΜΑΡΟΥΣΙΟΥ
ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ,ΧΑΪΔΑΡΙΟΥ-ΔΑΣΟΣ,ΑΙΓΑΛΕΩ
ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ,ΧΑΛΑΝΔΡΙΟΥ,ΧΑΛΑΝΔΡΙΟΥ
ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ,ΠΕΙΡΑΙΑ-ΚΑΛΛΙΠΟΛΗ,Γ'ΠΕΙΡΑΙΑ
ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ(ΠΑΡΟΔΟΣ),ΠΕΙΡΑΙΑ-ΚΑΛΛΙΠΟΛΗ,Γ'ΠΕΙΡΑΙΑ
ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ(ΠΛΑΤΕΙΑ),ΠΑΛΑΙΟΜΕΝΙΔΙ,ΑΧΑΡΝΩΝ
ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ(ΠΛΑΤΕΙΑ),ΠΑΤΗΣΙΩΝ,ΓΑΛΑΤΣΙΟΥ
ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ1-17ΚΑΙ2-14,ΑΘΗΝΩΝΠΑΤΗΣΙΑ,ΙΓ'ΑΘΗΝΩΝ
ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ19-ΤΕΛΟΣΚΑΙ16-ΤΕΛΟΣ,ΠΑΤΗΣΙΩΝ,ΓΑΛΑΤΣΙΟΥ
ΑΓΙΑΣΣΚΕΠΗΣ,ΝΠΕΝΤΕΛΗΣ,ΧΑΛΑΝΔΡΙΟΥ
ΑΓΙΑΣΣΟΦΙΑΣ,ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ,ΧΟΛΑΡΓΟΥ
ΑΓΙΑΣΣΟΦΙΑΣ,ΑΘΗΝΩΝ,Α'ΑΘΗΝΩΝ
ΑΓΙΑΣΣΟΦΙΑΣ,ΑΜΑΡΟΥΣΙΟΥ,ΑΜΑΡΟΥΣΙΟΥ
ΑΓΙΑΣΣΟΦΙΑΣ,ΑΝΩΛΙΟΣΙΩΝ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΑΓΙΑΣΣΟΦΙΑΣ,ΒΥΡΩΝΑ,ΒΥΡΩΝΑ
ΑΓΙΑΣΣΟΦΙΑΣ,ΚΕΝΤΡΟΠΕΡΙΣΤΕΡΙΟΥ,Β'ΠΕΡΙΣΤΕΡΙΟΥ
ΑΓΙΑΣΣΟΦΙΑΣ,ΛΥΚΟΤΡΥΠΑ,ΑΧΑΡΝΩΝ
ΑΓΙΑΣΣΟΦΙΑΣ,ΝΗΡΑΚΛΕΙΟΥ,ΝΕΟΥΗΡΑΚΛΕΙΟΥ
ΑΓΙΑΣΣΟΦΙΑΣ,ΝΠΕΝΤΕΛΗΣ,ΧΑΛΑΝΔΡΙΟΥ
ΑΓΙΑΣΣΟΦΙΑΣ,ΝΣΜΥΡΝΗΣ,ΝΕΑΣΣΜΥΡΝΗΣ
ΑΓΙΑΣΣΟΦΙΑΣ,ΝΨΥΧΙΚΟΥ,ΨΥΧΙΚΟΥ
ΑΓΙΑΣΣΟΦΙΑΣ,ΝΕΑΣΙΩΝΙΑΣ,ΝΕΑΣΙΩΝΙΑΣ
ΑΓΙΑΣΣΟΦΙΑΣ,ΝΙΚΑΙΑΣ-ΝΕΑΠΟΛΗ,ΝΙΚΑΙΑΣ
ΑΓΙΑΣΣΟΦΙΑΣ,ΠΑΛΑΤΙΑΝΗΣ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΑΓΙΑΣΣΟΦΙΑΣ,ΠΕΝΤΕΛΗΣ,ΧΑΛΑΝΔΡΙΟΥ
ΑΓΙΑΣΣΟΦΙΑΣ,ΤΑΥΡΟΥ,ΣΤ'ΑΘΗΝΩΝ
ΑΓΙΑΣΣΟΦΙΑΣ,ΑΓΣΟΦΙΑ-ΠΕΙΡΑΙΑ,Δ'ΠΕΙΡΑΙΑ
ΑΓΙΑΣΣΟΦΙΑΣ,ΚΕΡΑΤΣΙΝΙ,Ε'ΠΕΙΡΑΙΑ
ΑΓΙΑΣΣΟΦΙΑΣ(ΠΛΑΤΕΙΑ),ΝΨΥΧΙΚΟΥ,ΨΥΧΙΚΟΥ
ΑΓΙΑΣΣΩΤΗΡΑΣ,ΑΓ.ΣΩΤΗΡΑΣ,ΑΧΑΡΝΩΝ
ΑΓΙΑΣΤΡΙΑΔΟΣ,ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ,ΧΟΛΑΡΓΟΥ
ΑΓΙΑΣΤΡΙΑΔΟΣ,ΑΓΙΟΥΦΑΝΟΥΡΙΟΥ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΑΓΙΑΣΤΡΙΑΔΟΣ,ΓΛΥΦΑΔΑΣ,ΓΛΥΦΑΔΑΣ
ΑΓΙΑΣΤΡΙΑΔΟΣ,ΚΑΜΑΤΕΡΟΥ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΑΓΙΑΣΤΡΙΑΔΟΣ,ΝΦΙΛΑΔΕΛΦΕΙΑΣ,ΝΕΑΣΙΩΝΙΑΣ
ΑΓΙΑΣΤΡΙΑΔΟΣ,ΝΙΚΑΙΑ-ΑΓΤΡΙΑΔΑ,ΝΙΚΑΙΑΣ
ΑΓΙΑΣΤΡΙΑΔΟΣ,ΠΦΑΛΗΡΟΥ,ΠΑΛΑΙΟΥΦΑΛΗΡΟΥ
ΑΓΙΑΣΤΡΙΑΔΟΣ,ΠΑΛ.ΜΕΝΙΔΙ-ΛΑΘΕΑ,ΑΧΑΡΝΩΝ
ΑΓΙΑΣΤΡΙΑΔΟΣ,ΠΕΤΡΟΥΠΟΛΗΣ-ΑΓΤΡΙΑΔΑ,Β'ΠΕΡΙΣΤΕΡΙΟΥ
ΑΓΙΑΣΤΡΙΑΔΟΣ,ΧΟΛΑΡΓΟΥ,ΧΟΛΑΡΓΟΥ
ΑΓΙΑΣΤΡΙΑΔΟΣ(ΠΛΑΤΕΙΑ),ΝΗΡΑΚΛΕΙΟΥ,ΝΕΟΥΗΡΑΚΛΕΙΟΥ
ΑΓΙΑΣΤΡΙΑΔΟΣ(ΠΛΑΤΕΙΑ),ΠΑΛΑΙΟΜΕΝΙΔΙ,ΑΧΑΡΝΩΝ
ΑΓΙΑΣΤΡΙΑΔΟΣ(ΠΛΑΤΕΙΑ),ΧΟΛΑΡΓΟΥ,ΧΟΛΑΡΓΟΥ
ΑΓΙΑΣΤΡΙΑΔΟΣ1-ΤΕΛΟΣ,ΧΑΪΔΑΡΙΟΥ-ΓΡΗΓΟΡΟΥΣΑ,ΑΙΓΑΛΕΩ
ΑΓΙΑΣΤΡΙΑΔΟΣ2-ΤΕΛΟΣ,ΑΣΠΡΑΧΩΜΑΤΑ,Α'ΠΕΡΙΣΤΕΡΙΟΥ
ΑΓΙΑΣΦΙΛΟΘΕΗΣ,ΦΙΛΟΘΕΗΣ,ΨΥΧΙΚΟΥ
ΑΓΙΑΣΦΙΛΟΘΕΗΣ(ΠΡΩΗΝΥΜΗΤΤΟΥ),ΑΜΑΡΟΥΣΙΟΥ,ΑΜΑΡΟΥΣΙΟΥ
ΑΓΙΑΣΦΙΛΟΘΕΗΣ(ΣΤΟΑ),ΑΘΗΝΩΝ,ΣΤ'ΑΘΗΝΩΝ
ΑΓΙΑΣΦΙΛΟΘΕΗΣ1-ΤΕΛΟΣΚΑΙ2-ΤΕΛΟΣ,ΑΘΗΝΩΝ,ΣΤ'ΑΘΗΝΩΝ
ΑΓΙΑΣΦΩΤΕΙΝΗΣ,ΓΚΥΖΗ,ΙΓ'ΑΘΗΝΩΝ
ΑΓΙΑΣΦΩΤΕΙΝΗΣ,ΝΣΜΥΡΝΗΣ,ΝΕΑΣΣΜΥΡΝΗΣ
ΑΓΙΑΣΦΩΤΕΙΝΗΣ,ΝΕΑΣΙΩΝΙΑΣ,ΝΕΑΣΙΩΝΙΑΣ
ΑΓΙΑΣΦΩΤΕΙΝΗΣ,ΥΜΗΤΤΟΥ,ΑΓΙΟΥΔΗΜΗΤΡΙΟΥ
ΑΓΙΑΣΧΡΥΣΗΣ,ΝΛΙΟΣΙΩΝ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΑΓΙΑΣΟΥ,ΑΜΑΡΟΥΣΙΟΥ,ΑΜΑΡΟΥΣΙΟΥ
ΑΓΙΑΣΟΥ,ΑΝΩΛΙΟΣΙΩΝ,ΑΓΙΩΝΑΝΑΡΓΥΡΩΝ
ΑΓΙΑΣΟΥ,ΛΥΚΟΤΡΥΠΑ,ΑΧΑΡΝΩΝ
ΑΓΙΑΣΟΥ-ΛΕΣΒΟΥ,ΒΡΙΛΗΣΣΙΩΝ,ΧΑΛΑΝΔΡΙΟΥ
ΑΓΙΔΟΣ,ΑΘΗΝΩΝΓΟΥΒΑ,ΙΖ'ΑΘΗΝΩΝ
ΑΓΙΔΟΣ,ΑΝΘΟΥΠΟΛΗΣ,Β'ΠΕΡΙΣΤΕΡΙΟΥ
ΑΓΙΔΟΣ,ΧΑΪΔΑΡΙΟΥ-ΓΡΗΓΟΡΟΥΣΑ,ΑΙΓΑΛΕΩ
ΑΓΙΟΚΛΗΜΑΤΟΣ,ΤΑΤΟΪ,ΑΧΑΡΝΩΝ
ΑΓΙΟΥΑΘΑΝΑΣΙΟΥ,ΑΓΔΗΜΗΤΡΙΟΥ-ΤΣΟΥΚΑΛΙ,ΑΓΙΟΥΔΗΜΗΤΡΙΟΥ
ΑΓΙΟΥΑΘΑΝΑΣΙΟΥ,ΑΓ.ΑΘΑΝΑΣΙΟΣ,ΑΧΑΡΝΩΝ
ΑΓΙΟΥΑΘΑΝΑΣΙΟΥ(ΠΛΑΤΕΙΑ),ΧΑΛΑΝΔΡΙΟΥ,ΧΑΛΑΝΔΡΙΟΥ
ΑΓΙΟΥΑΙΜΙΛΙΑΝΟΥ,ΑΘΗΝΩΝΚΟΛΩΝΟΣ,Α'ΑΘΗΝΩΝ
ΑΓΙΟΥΑΛΕΞΑΝΔΡΟΥ,ΠΦΑΛΗΡΟΥ,ΠΑΛΑΙΟΥΦΑΛΗΡΟΥ
ΑΓΙΟΥΑΝΔΡΕΑ,ΝΣΜΥΡΝΗΣ,ΝΕΑΣΣΜΥΡΝΗΣ
ΑΓΙΟΥΑΝΔΡΕΟΥ,ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ,ΧΟΛΑΡΓΟΥ
ΑΓΙΟΥΑΝΔΡΕΟΥ,ΑΘΗΝΩΝ,ΙΓ'ΑΘΗΝΩΝ
ΑΓΙΟΥΑΝΔΡΕΟΥ,ΑΘΗΝΩΝ,ΣΤ'ΑΘΗΝΩΝ
ΑΓΙΟΥΑΝΔΡΕΟΥ,ΑΚΑΔΗΜΙΑΠΛΑΤΩΝΟΣ,Α'ΑΘΗΝΩΝ
ΑΓΙΟΥΑΝΔΡΕΟΥ(ΠΛΑΤΕΙΑ),ΚΠΑΤΗΣΙΩΝ,ΓΑΛΑΤΣΙΟΥ
ΑΓΙΟΥΑΝΤΩΝΙΟΥ,ΑΝΩΠΑΤΗΣΙΑ,ΙΔ'ΑΘΗΝΩΝ
ΑΓΙΟΥΑΝΤΩΝΙΟΥ,ΒΑΡΥΜΠΟΜΠΗ,ΑΧΑΡΝΩΝ
ΑΓΙΟΥΑΝΤΩΝΙΟΥ,ΒΡΙΛΗΣΣΙΩΝ,ΧΑΛΑΝΔΡΙΟΥ
ΑΓΙΟΥΑΝΤΩΝΙΟΥ,ΚΕΝΤΡΟΠΕΡΙΣΤΕΡΙΟΥ,Β'ΠΕΡΙΣΤΕΡΙΟΥ
ΑΓΙΟΥΑΡΤΕΜΙΟΥ,ΑΘΗΝΩΝΓΟΥΒΑ,ΙΖ'ΑΘΗΝΩΝ
ΑΓΙΟΥΑΡΤΕΜΙΟΥ,ΚΟΡΥΔΑΛΛΟΥ,ΝΙΚΑΙΑΣ
ΑΓΙΟΥΑΡΤΕΜΙΟΥ(ΠΛΑΤΕΙΑ),ΑΘΗΝΩΝΓΟΥΒΑ,ΙΖ'ΑΘΗΝΩΝ
ΑΓΙΟΥΒΑΣΙΛΕΙΟΥ,ΑΓΔΗΜΗΤΡΙΟΥ-ΤΣΟΥΚΑΛΙ,ΑΓΙΟΥΔΗΜΗΤΡΙΟΥ
ΑΓΙΟΥΒΑΣΙΛΕΙΟΥ,ΑΓΙΑΣΠΑΡΑΣΚΕΥΗΣ,ΧΟΛΑΡΓΟΥ
ΑΓΙΟΥΒΑΣΙΛΕΙΟΥ,ΑΓΙΟΥΒΑΣΙΛΕΙΟΥ,Α'ΠΕΡΙΣΤΕΡΙΟΥ
ΑΓΙΟΥΒΑΣΙΛΕΙΟΥ,ΑΙΓΑΛΕΩΝΤΑΜΑΡΑΚΙΑ,ΑΙΓΑΛΕΩ
ΑΓΙΟΥΒΑΣΙΛΕΙΟΥ,ΝΕΑΣΙΩΝΙΑΣ,ΝΕΑΣΙΩΝΙΑΣ
ΑΓΙΟΥΒΛΑΣΙΟΥ(ΠΛΑΤΕΙΑ),ΠΑΛΑΙΟΜΕΝΙΔΙ,ΑΧΑΡΝΩΝ
ΑΓΙΟΥΓΕΡΑΣΙΜΟΥ,ΑΓΔΗΜΗΤΡΙΟΥ-ΕΘΑΝΤΙΣ,ΑΓΙΟΥΔΗΜΗΤΡΙΟΥ
ΑΓΙΟΥΓΕΡΑΣΙΜΟΥ,ΑΙΓΑΛΕΩ-ΑΝΑΓΕΝΝΗΣΗΣ,ΑΙΓΑΛΕΩ
ΑΓΙΟΥΓΕΡΑΣΙΜΟΥ,ΑΛΙΜΟΥ,ΠΑΛΑΙΟΥΦΑΛΗΡΟΥ
